Date,Demand
18-08-04,19804
18-08-04,20499
18-08-04,20636
18-08-04,20194
18-08-04,19401
18-08-04,18959
18-08-04,17919
18-08-04,16771
18-08-04,15403
18-08-05,14506
18-08-05,14059
18-08-05,13535
18-08-05,13247
18-08-05,13116
18-08-05,13101
18-08-05,13579
18-08-05,14779
18-08-05,15994
18-08-05,17080
18-08-05,18030
18-08-05,18553
18-08-05,19316
18-08-05,19586
18-08-05,19687
18-08-05,20370
18-08-05,20932
18-08-05,21090
18-08-05,20684
18-08-05,19603
18-08-05,19621
18-08-05,18663
18-08-05,17453
18-08-05,16452
18-08-06,15713
18-08-06,15207
18-08-06,14611
18-08-06,14369
18-08-06,14311
18-08-06,14509
18-08-06,15397
18-08-06,16603
18-08-06,18093
18-08-06,19349
18-08-06,20096
18-08-06,20507
18-08-06,20711
18-08-06,20611
18-08-06,20000
18-08-06,19690
18-08-06,20293
18-08-06,19939
18-08-06,19363
18-08-06,19313
18-08-06,19264
18-08-06,18045
18-08-06,16718
18-08-06,15521
18-08-07,14783
18-08-07,14459
18-08-07,13940
18-08-07,13951
18-08-07,14389
18-08-07,15357
18-08-07,16794
18-08-07,17939
18-08-07,18526
18-08-07,19120
18-08-07,19672
18-08-07,19983
18-08-07,20321
18-08-07,20686
18-08-07,20671
18-08-07,20903
18-08-07,21008
18-08-07,20994
18-08-07,20804
18-08-07,20978
18-08-07,20545
18-08-07,18879
18-08-07,17373
18-08-07,16055
18-08-08,15138
18-08-08,14544
18-08-08,14335
18-08-08,14189
18-08-08,14480
18-08-08,15428
18-08-08,16953
18-08-08,17567
18-08-08,18120
18-08-08,18478
18-08-08,18693
18-08-08,19011
18-08-08,19473
18-08-08,19545
18-08-08,19545
18-08-08,19714
18-08-08,20051
18-08-08,20158
18-08-08,19857
18-08-08,19818
18-08-08,19214
18-08-08,18082
18-08-08,16523
18-08-08,15250
18-08-09,14284
18-08-09,13618
18-08-09,13287
18-08-09,13230
18-08-09,13584
18-08-09,14256
18-08-09,15448
18-08-09,16532
18-08-09,17319
18-08-09,17900
18-08-09,18411
18-08-09,19054
18-08-09,19481
18-08-09,20103
18-08-09,20465
18-08-09,20893
18-08-09,21143
18-08-09,20715
18-08-09,20088
18-08-09,20168
18-08-09,19922
18-08-09,18698
18-08-09,17090
18-08-09,15810
18-08-10,14925
18-08-10,14069
18-08-10,13564
18-08-10,13400
18-08-10,13725
18-08-10,14466
18-08-10,15607
18-08-10,16701
18-08-10,17169
18-08-10,17415
18-08-10,17755
18-08-10,17868
18-08-10,18032
18-08-10,18282
18-08-10,18560
18-08-10,19083
18-08-10,19722
18-08-10,19646
18-08-10,19568
18-08-10,19117
18-08-10,18398
18-08-10,17275
18-08-10,15797
18-08-10,14627
18-08-11,13471
18-08-11,12906
18-08-11,12641
18-08-11,12493
18-08-11,12540
18-08-11,12600
18-08-11,13232
18-08-11,14289
18-08-11,15321
18-08-11,15875
18-08-11,16397
18-08-11,16846
18-08-11,17138
18-08-11,17388
18-08-11,17877
18-08-11,18404
18-08-11,18785
18-08-11,18859
18-08-11,18304
18-08-11,17799
18-08-11,17409
18-08-11,16469
18-08-11,15275
18-08-11,14225
18-08-12,13530
18-08-12,12961
18-08-12,12782
18-08-12,12568
18-08-12,12529
18-08-12,12533
18-08-12,12925
18-08-12,13935
18-08-12,14857
18-08-12,15792
18-08-12,16599
18-08-12,17207
18-08-12,17692
18-08-12,18095
18-08-12,18294
18-08-12,18814
18-08-12,19551
18-08-12,19823
18-08-12,19617
18-08-12,19040
18-08-12,18638
18-08-12,17492
18-08-12,16086
18-08-12,15029
18-08-13,14343
18-08-13,13604
18-08-13,13403
18-08-13,13335
18-08-13,13818
18-08-13,14692
18-08-13,16041
18-08-13,16780
18-08-13,17874
18-08-13,18775
18-08-13,19251
18-08-13,19392
18-08-13,19878
18-08-13,20041
18-08-13,20189
18-08-13,20497
18-08-13,20750
18-08-13,20599
18-08-13,20510
18-08-13,20555
18-08-13,20073
18-08-13,18751
18-08-13,17221
18-08-13,15895
18-08-14,14825
18-08-14,14294
18-08-14,13938
18-08-14,13764
18-08-14,14157
18-08-14,15085
18-08-14,16337
18-08-14,17432
18-08-14,18183
18-08-14,18790
18-08-14,19345
18-08-14,19752
18-08-14,20273
18-08-14,20627
18-08-14,20881
18-08-14,21132
18-08-14,21361
18-08-14,21265
18-08-14,21125
18-08-14,21182
18-08-14,20660
18-08-14,19010
18-08-14,17255
18-08-14,16026
18-08-15,15116
18-08-15,14513
18-08-15,14098
18-08-15,14011
18-08-15,14398
18-08-15,15268
18-08-15,16550
18-08-15,17747
18-08-15,18754
18-08-15,19624
18-08-15,20404
18-08-15,20835
18-08-15,21003
18-08-15,21014
18-08-15,21144
18-08-15,21327
18-08-15,21344
18-08-15,21205
18-08-15,21208
18-08-15,21350
18-08-15,20939
18-08-15,19492
18-08-15,17907
18-08-15,16538
18-08-16,15511
18-08-16,14810
18-08-16,14307
18-08-16,14276
18-08-16,14634
18-08-16,15554
18-08-16,16890
18-08-16,17926
18-08-16,18726
18-08-16,19544
18-08-16,20331
18-08-16,20697
18-08-16,20934
18-08-16,21040
18-08-16,21170
18-08-16,21252
18-08-16,21089
18-08-16,21111
18-08-16,20938
18-08-16,20849
18-08-16,20745
18-08-16,19487
18-08-16,18126
18-08-16,16929
18-08-17,15960
18-08-17,15188
18-08-17,14810
18-08-17,14807
18-08-17,15240
18-08-17,16242
18-08-17,17566
18-08-17,18564
18-08-17,19162
18-08-17,19711
18-08-17,20374
18-08-17,20700
18-08-17,20901
18-08-17,20840
18-08-17,20613
18-08-17,20660
18-08-17,20479
18-08-17,20126
18-08-17,19667
18-08-17,19674
18-08-17,19127
18-08-17,17873
18-08-17,16533
18-08-17,15384
18-08-18,14610
18-08-18,14021
18-08-18,13601
18-08-18,13432
18-08-18,13451
18-08-18,13665
18-08-18,14067
18-08-18,15113
18-08-18,15995
18-08-18,16554
18-08-18,16896
18-08-18,16985
18-08-18,17235
18-08-18,17399
18-08-18,17484
18-08-18,17592
18-08-18,17813
18-08-18,17800
18-08-18,17465
18-08-18,17277
18-08-18,16976
18-08-18,16047
18-08-18,15070
18-08-18,14147
18-08-19,13330
18-08-19,12679
18-08-19,12329
18-08-19,12199
18-08-19,12222
18-08-19,12260
18-08-19,12587
18-08-19,13315
18-08-19,14114
18-08-19,14985
18-08-19,15567
18-08-19,16238
18-08-19,16549
18-08-19,16793
18-08-19,16986
18-08-19,17447
18-08-19,18064
18-08-19,18218
18-08-19,17945
18-08-19,17878
18-08-19,17585
18-08-19,16436
18-08-19,15225
18-08-19,14353
18-08-20,13601
18-08-20,13116
18-08-20,12896
18-08-20,12907
18-08-20,13463
18-08-20,14425
18-08-20,15228
18-08-20,15866
18-08-20,16534
18-08-20,17182
18-08-20,17958
18-08-20,18692
18-08-20,19094
18-08-20,19367
18-08-20,19467
18-08-20,19684
18-08-20,19897
18-08-20,19892
18-08-20,19505
18-08-20,19778
18-08-20,18896
18-08-20,17673
18-08-20,16253
18-08-20,15205
18-08-21,14415
18-08-21,13886
18-08-21,13733
18-08-21,13867
18-08-21,14126
18-08-21,15069
18-08-21,16421
18-08-21,17174
18-08-21,17424
18-08-21,17771
18-08-21,18506
18-08-21,18639
18-08-21,18860
18-08-21,18949
18-08-21,19044
18-08-21,19322
18-08-21,19591
18-08-21,19130
18-08-21,19023
18-08-21,19023
18-08-21,18412
18-08-21,17036
18-08-21,15686
18-08-21,14755
18-08-22,13826
18-08-22,13332
18-08-22,12903
18-08-22,12730
18-08-22,13328
18-08-22,14223
18-08-22,15406
18-08-22,16145
18-08-22,16452
18-08-22,16604
18-08-22,16634
18-08-22,16368
18-08-22,16270
18-08-22,16200
18-08-22,15956
18-08-22,16156
18-08-22,16566
18-08-22,16744
18-08-22,17022
18-08-22,16953
18-08-22,16553
18-08-22,15224
18-08-22,14011
18-08-22,13049
18-08-23,12349
18-08-23,12116
18-08-23,12021
18-08-23,11966
18-08-23,12425
18-08-23,13242
18-08-23,14286
18-08-23,14943
18-08-23,15305
18-08-23,15650
18-08-23,15834
18-08-23,16055
18-08-23,16366
18-08-23,16707
18-08-23,17046
18-08-23,17437
18-08-23,18052
18-08-23,18255
18-08-23,18177
18-08-23,17972
18-08-23,17357
18-08-23,16065
18-08-23,14749
18-08-23,13565
18-08-24,13027
18-08-24,12665
18-08-24,12515
18-08-24,12518
18-08-24,12885
18-08-24,13730
18-08-24,14804
18-08-24,15447
18-08-24,16079
18-08-24,16607
18-08-24,17012
18-08-24,17366
18-08-24,17790
18-08-24,18010
18-08-24,18250
18-08-24,18755
18-08-24,19074
18-08-24,18846
18-08-24,18490
18-08-24,18128
18-08-24,17593
18-08-24,16385
18-08-24,15096
18-08-24,14236
18-08-25,13458
18-08-25,12863
18-08-25,12475
18-08-25,12643
18-08-25,12779
18-08-25,12946
18-08-25,13413
18-08-25,14478
18-08-25,15524
18-08-25,16289
18-08-25,16786
18-08-25,16996
18-08-25,16949
18-08-25,16234
18-08-25,15963
18-08-25,16290
18-08-25,16646
18-08-25,16876
18-08-25,16702
18-08-25,16839
18-08-25,16524
18-08-25,15667
18-08-25,14729
18-08-25,13904
18-08-26,13337
18-08-26,13011
18-08-26,12695
18-08-26,12517
18-08-26,12585
18-08-26,12755
18-08-26,13265
18-08-26,14265
18-08-26,15411
18-08-26,16283
18-08-26,16800
18-08-26,17345
18-08-26,17850
18-08-26,18112
18-08-26,18550
18-08-26,19061
18-08-26,19634
18-08-26,19818
18-08-26,19487
18-08-26,19392
18-08-26,19011
18-08-26,17815
18-08-26,16490
18-08-26,15416
18-08-27,14613
18-08-27,14009
18-08-27,13625
18-08-27,13390
18-08-27,14206
18-08-27,15026
18-08-27,16238
18-08-27,17090
18-08-27,17817
18-08-27,18462
18-08-27,19208
18-08-27,19480
18-08-27,19397
18-08-27,19481
18-08-27,19601
18-08-27,20262
18-08-27,20719
18-08-27,20831
18-08-27,20844
18-08-27,21103
18-08-27,20465
18-08-27,19124
18-08-27,17708
18-08-27,16485
18-08-28,15541
18-08-28,14881
18-08-28,14541
18-08-28,14528
18-08-28,15014
18-08-28,16077
18-08-28,17652
18-08-28,18684
18-08-28,19535
18-08-28,20439
18-08-28,20403
18-08-28,20866
18-08-28,20856
18-08-28,21567
18-08-28,21494
18-08-28,21823
18-08-28,21990
18-08-28,21935
18-08-28,21574
18-08-28,21686
18-08-28,21310
18-08-28,19801
18-08-28,18478
18-08-28,17168
18-08-29,16283
18-08-29,15704
18-08-29,15298
18-08-29,15081
18-08-29,15390
18-08-29,16348
18-08-29,17555
18-08-29,18890
18-08-29,19881
18-08-29,20320
18-08-29,20890
18-08-29,20825
18-08-29,20906
18-08-29,21206
18-08-29,20543
18-08-29,20510
18-08-29,21242
18-08-29,21012
18-08-29,20668
18-08-29,20771
18-08-29,19976
18-08-29,18564
18-08-29,16854
18-08-29,15532
18-08-30,14724
18-08-30,13961
18-08-30,13513
18-08-30,13393
18-08-30,13799
18-08-30,14645
18-08-30,15740
18-08-30,16190
18-08-30,16360
18-08-30,16552
18-08-30,16568
18-08-30,16480
18-08-30,16412
18-08-30,16414
18-08-30,16398
18-08-30,16671
18-08-30,16924
18-08-30,17033
18-08-30,17369
18-08-30,17726
18-08-30,17156
18-08-30,15879
18-08-30,14610
18-08-30,13553
18-08-31,12853
18-08-31,12418
18-08-31,12297
18-08-31,12283
18-08-31,12651
18-08-31,13521
18-08-31,14607
18-08-31,15116
18-08-31,15535
18-08-31,15844
18-08-31,16025
18-08-31,16260
18-08-31,16547
18-08-31,16864
18-08-31,17065
18-08-31,17279
18-08-31,17635
18-08-31,17706
18-08-31,17502
18-08-31,17440
18-08-31,16474
18-08-31,15388
18-08-31,14243
18-08-31,13305
18-09-01,12679
18-09-01,12195
18-09-01,11964
18-09-01,11897
18-09-01,12059
18-09-01,12492
18-09-01,12896
18-09-01,13734
18-09-01,14704
18-09-01,15418
18-09-01,15831
18-09-01,16367
18-09-01,16817
18-09-01,17342
18-09-01,17903
18-09-01,18874
18-09-01,19333
18-09-01,19017
18-09-01,18768
18-09-01,18292
18-09-01,17975
18-09-01,17026
18-09-01,16138
18-09-01,15194
18-09-02,14345
18-09-02,13825
18-09-02,13581
18-09-02,13279
18-09-02,13392
18-09-02,13648
18-09-02,14020
18-09-02,15070
18-09-02,16168
18-09-02,17221
18-09-02,18038
18-09-02,18207
18-09-02,18006
18-09-02,18349
18-09-02,18922
18-09-02,19562
18-09-02,19967
18-09-02,20130
18-09-02,19943
18-09-02,19348
18-09-02,18899
18-09-02,17743
18-09-02,16644
18-09-02,15527
18-09-03,14782
18-09-03,14228
18-09-03,13960
18-09-03,13910
18-09-03,13911
18-09-03,14190
18-09-03,14533
18-09-03,15543
18-09-03,16783
18-09-03,18063
18-09-03,19342
18-09-03,20137
18-09-03,20346
18-09-03,20146
18-09-03,20134
18-09-03,20838
18-09-03,20988
18-09-03,20960
18-09-03,20967
18-09-03,20803
18-09-03,20004
18-09-03,18532
18-09-03,16971
18-09-03,15698
18-09-04,14900
18-09-04,14289
18-09-04,13894
18-09-04,13783
18-09-04,14305
18-09-04,15579
18-09-04,17014
18-09-04,17706
18-09-04,18403
18-09-04,19107
18-09-04,19480
18-09-04,20178
18-09-04,20501
18-09-04,20661
18-09-04,21192
18-09-04,21629
18-09-04,21885
18-09-04,21873
18-09-04,21610
18-09-04,21244
18-09-04,20735
18-09-04,19354
18-09-04,17763
18-09-04,16470
18-09-05,15550
18-09-05,14945
18-09-05,14551
18-09-05,14480
18-09-05,14941
18-09-05,16249
18-09-05,17501
18-09-05,18732
18-09-05,19915
18-09-05,20958
18-09-05,21381
18-09-05,21587
18-09-05,22177
18-09-05,22017
18-09-05,22104
18-09-05,22564
18-09-05,23039
18-09-05,23240
18-09-05,23031
18-09-05,22646
18-09-05,22294
18-09-05,20745
18-09-05,19128
18-09-05,17742
18-09-06,16748
18-09-06,15886
18-09-06,15489
18-09-06,15128
18-09-06,15696
18-09-06,16767
18-09-06,17991
18-09-06,18427
18-09-06,18593
18-09-06,18652
18-09-06,18873
18-09-06,18831
18-09-06,18928
18-09-06,19110
18-09-06,19398
18-09-06,19941
18-09-06,20076
18-09-06,19763
18-09-06,19597
18-09-06,19219
18-09-06,18344
18-09-06,16635
18-09-06,15242
18-09-06,14111
18-09-07,13598
18-09-07,13118
18-09-07,12866
18-09-07,12919
18-09-07,13285
18-09-07,14496
18-09-07,15530
18-09-07,15760
18-09-07,15971
18-09-07,16215
18-09-07,16591
18-09-07,16877
18-09-07,17180
18-09-07,17237
18-09-07,17367
18-09-07,17600
18-09-07,17675
18-09-07,17349
18-09-07,17134
18-09-07,17026
18-09-07,16304
18-09-07,15139
18-09-07,13805
18-09-07,12963
18-09-08,12364
18-09-08,11793
18-09-08,11566
18-09-08,11509
18-09-08,11603
18-09-08,12088
18-09-08,12544
18-09-08,13018
18-09-08,13348
18-09-08,13433
18-09-08,13412
18-09-08,13423
18-09-08,13282
18-09-08,13240
18-09-08,13361
18-09-08,13715
18-09-08,14098
18-09-08,14303
18-09-08,14540
18-09-08,14695
18-09-08,14060
18-09-08,13319
18-09-08,12486
18-09-08,11796
18-09-09,11315
18-09-09,10999
18-09-09,10831
18-09-09,10809
18-09-09,10701
18-09-09,10951
18-09-09,11202
18-09-09,11898
18-09-09,12564
18-09-09,12893
18-09-09,12937
18-09-09,12958
18-09-09,12912
18-09-09,12829
18-09-09,13062
18-09-09,13629
18-09-09,14164
18-09-09,14270
18-09-09,14643
18-09-09,14791
18-09-09,13976
18-09-09,13294
18-09-09,12352
18-09-09,11862
18-09-10,11542
18-09-10,11389
18-09-10,11379
18-09-10,11563
18-09-10,12080
18-09-10,13341
18-09-10,14558
18-09-10,15005
18-09-10,15353
18-09-10,15517
18-09-10,15595
18-09-10,15654
18-09-10,15691
18-09-10,15596
18-09-10,15669
18-09-10,15961
18-09-10,16252
18-09-10,16312
18-09-10,16725
18-09-10,16590
18-09-10,15838
18-09-10,14713
18-09-10,13526
18-09-10,12958
18-09-11,12417
18-09-11,12158
18-09-11,12093
18-09-11,12159
18-09-11,12651
18-09-11,13790
18-09-11,14940
18-09-11,15286
18-09-11,15343
18-09-11,15418
18-09-11,15484
18-09-11,15466
18-09-11,15604
18-09-11,15608
18-09-11,15799
18-09-11,16145
18-09-11,16460
18-09-11,16546
18-09-11,16958
18-09-11,17088
18-09-11,16426
18-09-11,15261
18-09-11,14000
18-09-11,13078
18-09-12,12611
18-09-12,12314
18-09-12,12090
18-09-12,12075
18-09-12,12586
18-09-12,13670
18-09-12,14821
18-09-12,15188
18-09-12,15310
18-09-12,15413
18-09-12,15654
18-09-12,15740
18-09-12,16007
18-09-12,16152
18-09-12,16328
18-09-12,16808
18-09-12,17207
18-09-12,17395
18-09-12,17736
18-09-12,17723
18-09-12,16982
18-09-12,15846
18-09-12,14456
18-09-12,13516
18-09-13,12815
18-09-13,12609
18-09-13,12384
18-09-13,12271
18-09-13,12695
18-09-13,13981
18-09-13,15215
18-09-13,15496
18-09-13,15681
18-09-13,15919
18-09-13,15967
18-09-13,16455
18-09-13,16811
18-09-13,16876
18-09-13,17542
18-09-13,18212
18-09-13,18695
18-09-13,18926
18-09-13,18938
18-09-13,18844
18-09-13,18057
18-09-13,16739
18-09-13,15506
18-09-13,14239
18-09-14,13633
18-09-14,13229
18-09-14,12976
18-09-14,13107
18-09-14,13328
18-09-14,14596
18-09-14,15908
18-09-14,16476
18-09-14,17068
18-09-14,17686
18-09-14,18347
18-09-14,18951
18-09-14,19418
18-09-14,19630
18-09-14,20017
18-09-14,20473
18-09-14,20846
18-09-14,20695
18-09-14,20435
18-09-14,20145
18-09-14,19315
18-09-14,17848
18-09-14,16477
18-09-14,15211
18-09-15,14496
18-09-15,13915
18-09-15,13394
18-09-15,13065
18-09-15,13043
18-09-15,13502
18-09-15,14252
18-09-15,15306
18-09-15,16549
18-09-15,17532
18-09-15,18274
18-09-15,18894
18-09-15,19293
18-09-15,19430
18-09-15,19675
18-09-15,20035
18-09-15,20431
18-09-15,20331
18-09-15,19959
18-09-15,19466
18-09-15,18617
18-09-15,17510
18-09-15,16188
18-09-15,15051
18-09-16,14274
18-09-16,13680
18-09-16,13215
18-09-16,12803
18-09-16,12634
18-09-16,12947
18-09-16,13375
18-09-16,14385
18-09-16,15653
18-09-16,16733
18-09-16,17701
18-09-16,18633
18-09-16,19170
18-09-16,19504
18-09-16,19838
18-09-16,20338
18-09-16,20817
18-09-16,20824
18-09-16,20420
18-09-16,20050
18-09-16,19091
18-09-16,17515
18-09-16,15987
18-09-16,14721
18-09-17,14386
18-09-17,13698
18-09-17,13502
18-09-17,13420
18-09-17,14010
18-09-17,15297
18-09-17,16715
18-09-17,17314
18-09-17,18089
18-09-17,18690
18-09-17,19385
18-09-17,19882
18-09-17,20277
18-09-17,20375
18-09-17,20601
18-09-17,20933
18-09-17,21102
18-09-17,20904
18-09-17,20838
18-09-17,20564
18-09-17,19788
18-09-17,18117
18-09-17,16475
18-09-17,15277
18-09-18,14568
18-09-18,14000
18-09-18,13711
18-09-18,13661
18-09-18,14084
18-09-18,15417
18-09-18,16766
18-09-18,17533
18-09-18,17900
18-09-18,17969
18-09-18,18245
18-09-18,18497
18-09-18,18916
18-09-18,19153
18-09-18,19562
18-09-18,20008
18-09-18,20564
18-09-18,20165
18-09-18,19416
18-09-18,18867
18-09-18,17583
18-09-18,16212
18-09-18,14880
18-09-18,13885
18-09-19,13196
18-09-19,12853
18-09-19,12589
18-09-19,12587
18-09-19,12951
18-09-19,14013
18-09-19,15314
18-09-19,15825
18-09-19,15865
18-09-19,15892
18-09-19,16196
18-09-19,16228
18-09-19,16238
18-09-19,16480
18-09-19,16962
18-09-19,17310
18-09-19,17889
18-09-19,17871
18-09-19,17989
18-09-19,17869
18-09-19,16803
18-09-19,15480
18-09-19,14326
18-09-19,13511
18-09-20,12825
18-09-20,12356
18-09-20,12075
18-09-20,12152
18-09-20,12675
18-09-20,13828
18-09-20,15035
18-09-20,15448
18-09-20,15737
18-09-20,15951
18-09-20,16147
18-09-20,16066
18-09-20,15849
18-09-20,16117
18-09-20,16052
18-09-20,16146
18-09-20,16303
18-09-20,16527
18-09-20,17091
18-09-20,16840
18-09-20,15956
18-09-20,14984
18-09-20,13774
18-09-20,12920
