Date,HOEP
18-05-29,-0.79
18-05-29,-0.49
18-05-30,-0.06
18-05-30,0
18-05-30,0
18-05-30,0
18-05-30,-0.03
18-05-30,-0.22
18-05-30,-0.02
18-05-30,-0.02
18-05-30,-0.01
18-05-30,3.59
18-05-30,2.39
18-05-30,3.05
18-05-30,21.45
18-05-30,26.51
18-05-30,34.78
18-05-30,38.64
18-05-30,34.56
18-05-30,30.24
18-05-30,14.49
18-05-30,10.82
18-05-30,11.59
18-05-30,10.28
18-05-30,5.47
18-05-30,4.27
18-05-31,0
18-05-31,0
18-05-31,0
18-05-31,0
18-05-31,0
18-05-31,3.05
18-05-31,9.19
18-05-31,11.5
18-05-31,7.15
18-05-31,1.85
18-05-31,18.15
18-05-31,31.72
18-05-31,31.96
18-05-31,33.86
18-05-31,31.6
18-05-31,33.8
18-05-31,36.08
18-05-31,34.35
18-05-31,33.88
18-05-31,34.22
18-05-31,32.43
18-05-31,23.34
18-05-31,23.38
18-05-31,12.11
18-06-01,7.14
18-06-01,9.04
18-06-01,13.34
18-06-01,13.33
18-06-01,4.73
18-06-01,3.31
18-06-01,15.98
18-06-01,35.38
18-06-01,36.49
18-06-01,41.12
18-06-01,37.39
18-06-01,37.54
18-06-01,37.93
18-06-01,38.24
18-06-01,42.24
18-06-01,50.67
18-06-01,39.94
18-06-01,36.02
18-06-01,34.44
18-06-01,21.95
18-06-01,5.31
18-06-01,8.41
18-06-01,1.44
18-06-01,0.87
18-06-02,1.44
18-06-02,0
18-06-02,-0.08
18-06-02,-0.02
18-06-02,-0.01
18-06-02,0
18-06-02,0
18-06-02,0.48
18-06-02,1.85
18-06-02,9.48
18-06-02,45.27
18-06-02,14.36
18-06-02,14.36
18-06-02,8.35
18-06-02,8.67
18-06-02,10.82
18-06-02,24.79
18-06-02,31.95
18-06-02,34.05
18-06-02,32.09
18-06-02,19.2
18-06-02,13.5
18-06-02,4.87
18-06-02,12.94
18-06-03,8.85
18-06-03,12.24
18-06-03,5.76
18-06-03,0.93
18-06-03,0
18-06-03,-1.49
18-06-03,3.78
18-06-03,5.89
18-06-03,15.49
18-06-03,15.7
18-06-03,77.25
18-06-03,14.38
18-06-03,14.37
18-06-03,22.24
18-06-03,35.69
18-06-03,58.82
18-06-03,59.81
18-06-03,19.5
18-06-03,11.54
18-06-03,10.03
18-06-03,0
18-06-03,-0.03
18-06-03,-0.03
18-06-03,0
18-06-04,0
18-06-04,-0.11
18-06-04,-0.03
18-06-04,-0.03
18-06-04,0
18-06-04,0
18-06-04,0
18-06-04,0
18-06-04,2.38
18-06-04,0
18-06-04,1.72
18-06-04,0
18-06-04,0
18-06-04,0
18-06-04,0
18-06-04,0
18-06-04,0.94
18-06-04,4.86
18-06-04,13.73
18-06-04,10.09
18-06-04,16.9
18-06-04,17.1
18-06-04,10.23
18-06-04,0.48
18-06-05,0
18-06-05,-0.05
18-06-05,-0.02
18-06-05,-0.01
18-06-05,0
18-06-05,2.15
18-06-05,9.47
18-06-05,6.66
18-06-05,6.01
18-06-05,5.9
18-06-05,12.96
18-06-05,5.88
18-06-05,5.97
18-06-05,2.95
18-06-05,0.09
18-06-05,9.5
18-06-05,5.86
18-06-05,5.87
18-06-05,13.02
18-06-05,7.96
18-06-05,17.45
18-06-05,16.49
18-06-05,11.51
18-06-05,14.34
18-06-06,14.36
18-06-06,14.34
18-06-06,10.81
18-06-06,5.91
18-06-06,2.89
18-06-06,8.38
18-06-06,25.17
18-06-06,17.12
18-06-06,5.94
18-06-06,5.91
18-06-06,5.8
18-06-06,6.91
18-06-06,5.26
18-06-06,9.41
18-06-06,5.89
18-06-06,5.87
18-06-06,8.79
18-06-06,23.95
18-06-06,29.06
18-06-06,22.41
18-06-06,12.97
18-06-06,10.05
18-06-06,5.67
18-06-06,3.91
18-06-07,5.88
18-06-07,6.62
18-06-07,5.9
18-06-07,5.8
18-06-07,5.86
18-06-07,4.12
18-06-07,11.02
18-06-07,8.9
18-06-07,2.31
18-06-07,5.83
18-06-07,8.99
18-06-07,12.02
18-06-07,12
18-06-07,13.11
18-06-07,12.28
18-06-07,11
18-06-07,18.71
18-06-07,19.24
18-06-07,30.19
18-06-07,35.21
18-06-07,35.36
18-06-07,15.12
18-06-07,17.76
18-06-07,4.77
18-06-08,14.34
18-06-08,14.37
18-06-08,12.23
18-06-08,7.31
18-06-08,4.09
18-06-08,3.02
18-06-08,18.06
18-06-08,14.38
18-06-08,18.11
18-06-08,14.36
18-06-08,16.91
18-06-08,25.42
18-06-08,29.12
18-06-08,25.02
18-06-08,16.79
18-06-08,16.16
18-06-08,30.02
18-06-08,23.54
18-06-08,34.58
18-06-08,35.31
18-06-08,27.8
18-06-08,19.82
18-06-08,12.25
18-06-08,12.38
18-06-09,12.32
18-06-09,14.33
18-06-09,13.62
18-06-09,9.44
18-06-09,10.82
18-06-09,10.12
18-06-09,3.19
18-06-09,28.64
18-06-09,26.13
18-06-09,30.28
18-06-09,31.29
18-06-09,25.78
18-06-09,16.05
18-06-09,14.34
18-06-09,12.29
18-06-09,14.35
18-06-09,8.96
18-06-09,14.35
18-06-09,14.33
18-06-09,14.7
18-06-09,12.24
18-06-09,5.09
18-06-09,4.78
18-06-09,2.87
18-06-10,0.98
18-06-10,0
18-06-10,0
18-06-10,0
18-06-10,0
18-06-10,-0.07
18-06-10,0
18-06-10,3.31
18-06-10,5.86
18-06-10,5.86
18-06-10,5.78
18-06-10,3.46
18-06-10,0
18-06-10,1.25
18-06-10,4.25
18-06-10,9.53
18-06-10,10.83
18-06-10,17.46
18-06-10,14.49
18-06-10,11.59
18-06-10,10.99
18-06-10,3.2
18-06-10,6.26
18-06-10,3.35
18-06-11,0
18-06-11,0
18-06-11,0
18-06-11,0
18-06-11,0
18-06-11,-0.01
18-06-11,5.76
18-06-11,7.41
18-06-11,4.84
18-06-11,5.84
18-06-11,5.85
18-06-11,8.02
18-06-11,14.33
18-06-11,14.33
18-06-11,14.34
18-06-11,16.2
18-06-11,25.18
18-06-11,28.71
18-06-11,41.37
18-06-11,24.93
18-06-11,30.12
18-06-11,10.96
18-06-11,2.42
18-06-11,1.45
18-06-12,6.07
18-06-12,5.92
18-06-12,5.7
18-06-12,0
18-06-12,0.94
18-06-12,6.51
18-06-12,23.61
18-06-12,14.35
18-06-12,27.81
18-06-12,29.34
18-06-12,30
18-06-12,28.83
18-06-12,34.72
18-06-12,35.45
18-06-12,36.12
18-06-12,39.84
18-06-12,47.27
18-06-12,36.94
18-06-12,38.5
18-06-12,36.35
18-06-12,35.89
18-06-12,25.19
18-06-12,16.71
18-06-12,18.3
18-06-13,33.49
18-06-13,30.28
18-06-13,35.85
18-06-13,43.87
18-06-13,22.09
18-06-13,23.59
18-06-13,43.88
18-06-13,37.24
18-06-13,21.94
18-06-13,13.35
18-06-13,10.5
18-06-13,5.99
18-06-13,13.34
18-06-13,20.35
18-06-13,15.12
18-06-13,5.8
18-06-13,11.55
18-06-13,13.35
18-06-13,8.13
18-06-13,5.87
18-06-13,12.07
18-06-13,10.12
18-06-13,7.21
18-06-13,6.52
18-06-14,2.68
18-06-14,0
18-06-14,0
18-06-14,0
18-06-14,0
18-06-14,1.59
18-06-14,6.02
18-06-14,12.73
18-06-14,13.37
18-06-14,7.09
18-06-14,16.91
18-06-14,6.03
18-06-14,9.06
18-06-14,5.87
18-06-14,5.77
18-06-14,16.65
18-06-14,33.03
18-06-14,31.76
18-06-14,34.72
18-06-14,34.55
18-06-14,32.92
18-06-14,20.32
18-06-14,15.46
18-06-14,10.84
18-06-15,9.41
18-06-15,13.62
18-06-15,14.31
18-06-15,14.33
18-06-15,5.97
18-06-15,17.4
18-06-15,16.4
18-06-15,14.37
18-06-15,20.12
18-06-15,26.26
18-06-15,29.78
18-06-15,30.01
18-06-15,32.91
18-06-15,17.43
18-06-15,23.75
18-06-15,31.06
18-06-15,32.78
18-06-15,40.68
18-06-15,36.7
18-06-15,35.24
18-06-15,34.06
18-06-15,28.84
18-06-15,18.51
18-06-15,10.76
18-06-16,13.3
18-06-16,17.09
18-06-16,11.46
18-06-16,13.32
18-06-16,5.59
18-06-16,1.82
18-06-16,10.72
18-06-16,10.85
18-06-16,9.73
18-06-16,17.77
18-06-16,39.31
18-06-16,40.09
18-06-16,38.11
18-06-16,14.98
18-06-16,17.69
18-06-16,29.25
18-06-16,50.36
18-06-16,41.92
18-06-16,40.79
18-06-16,38.34
18-06-16,41.63
18-06-16,32.4
18-06-16,31.14
18-06-16,10.87
18-06-17,11.46
18-06-17,12.07
18-06-17,8.96
18-06-17,7.08
18-06-17,6.48
18-06-17,1.39
18-06-17,7.14
18-06-17,15.91
18-06-17,12.71
18-06-17,12.19
18-06-17,16.38
18-06-17,18.38
18-06-17,36.02
18-06-17,35.97
18-06-17,38.95
18-06-17,37.93
18-06-17,38.48
18-06-17,36.35
18-06-17,36.96
18-06-17,36.9
18-06-17,35.22
18-06-17,28.19
18-06-17,31.1
18-06-17,14.15
18-06-18,11.46
18-06-18,13.64
18-06-18,14.32
18-06-18,5.81
18-06-18,6.17
18-06-18,20.47
18-06-18,33.07
18-06-18,36.42
18-06-18,37.38
18-06-18,38.66
18-06-18,37.4
18-06-18,36.68
18-06-18,41.73
18-06-18,39.48
18-06-18,37.86
18-06-18,33.63
18-06-18,35.47
18-06-18,33.97
18-06-18,38.74
18-06-18,39.1
18-06-18,36.28
18-06-18,24.98
18-06-18,23.99
18-06-18,14.27
18-06-19,10.85
18-06-19,8.97
18-06-19,13.33
18-06-19,13.33
18-06-19,9.14
18-06-19,8.4
18-06-19,11.48
18-06-19,13.36
18-06-19,17.21
18-06-19,26.07
18-06-19,29.41
18-06-19,33.12
18-06-19,33.35
18-06-19,37.25
18-06-19,37.1
18-06-19,33.85
18-06-19,36.19
18-06-19,35.25
18-06-19,34.4
18-06-19,31.74
18-06-19,34.44
18-06-19,40.64
18-06-19,36.78
18-06-19,22.73
18-06-20,13.35
18-06-20,8.99
18-06-20,12.68
18-06-20,13.29
18-06-20,7.4
18-06-20,10.22
18-06-20,27.86
18-06-20,13.34
18-06-20,32.79
18-06-20,29.28
18-06-20,32.79
18-06-20,26.02
18-06-20,15.86
18-06-20,17.17
18-06-20,18.84
18-06-20,22.95
18-06-20,29.52
18-06-20,32.65
18-06-20,29.85
18-06-20,22.61
18-06-20,14.69
18-06-20,14.59
18-06-20,23.12
18-06-20,10.85
18-06-21,12.22
18-06-21,10.79
18-06-21,5.63
18-06-21,2.9
18-06-21,0.38
18-06-21,4.59
18-06-21,9.6
18-06-21,14.36
18-06-21,13.63
18-06-21,12.91
18-06-21,14.32
18-06-21,13.69
18-06-21,8.01
18-06-21,5.77
18-06-21,5.82
18-06-21,14.35
18-06-21,45.5
18-06-21,14.34
18-06-21,35.97
18-06-21,26.56
18-06-21,7.64
18-06-21,3.8
18-06-21,0.95
18-06-21,0
18-06-22,-0.07
18-06-22,-1.81
18-06-22,-4.35
18-06-22,-4.25
18-06-22,-3.28
18-06-22,-0.97
18-06-22,0
18-06-22,1.87
18-06-22,5.58
18-06-22,6.34
18-06-22,5.82
18-06-22,3.49
18-06-22,5.76
18-06-22,5.85
18-06-22,5.78
18-06-22,2.23
18-06-22,5.82
18-06-22,5.84
18-06-22,3.14
18-06-22,5.8
18-06-22,5.36
18-06-22,8.07
18-06-22,5.55
18-06-22,1.8
18-06-23,0
18-06-23,0
18-06-23,0.85
18-06-23,1.33
18-06-23,0
18-06-23,0.39
18-06-23,4.35
18-06-23,22.2
18-06-23,45.45
18-06-23,26.84
18-06-23,14.37
18-06-23,14.34
18-06-23,14.35
18-06-23,14.34
18-06-23,14.33
18-06-23,14.35
18-06-23,11.68
18-06-23,5.85
18-06-23,2.97
18-06-23,5.92
18-06-23,13.02
18-06-23,15.27
18-06-23,15.79
18-06-23,14.34
18-06-24,21.81
18-06-24,13.62
18-06-24,14.34
18-06-24,14.33
18-06-24,11.7
18-06-24,6.06
18-06-24,3.78
18-06-24,10.77
18-06-24,13.69
18-06-24,14.36
18-06-24,14.34
18-06-24,5.83
18-06-24,9.44
18-06-24,5.82
18-06-24,15.74
18-06-24,14.37
18-06-24,6.07
18-06-24,5.87
18-06-24,10.11
18-06-24,5.89
18-06-24,12.95
18-06-24,17.25
18-06-24,10.11
18-06-24,4.75
18-06-25,3.79
18-06-25,3.4
18-06-25,0.77
18-06-25,3.34
18-06-25,2.42
18-06-25,2.57
18-06-25,7.65
18-06-25,5.86
18-06-25,6.1
18-06-25,14.33
18-06-25,13.64
18-06-25,14.34
18-06-25,5.9
18-06-25,9.63
18-06-25,14.36
18-06-25,10.72
18-06-25,11.57
18-06-25,28.43
18-06-25,33.25
18-06-25,32.57
18-06-25,18.39
18-06-25,11.03
18-06-25,7.27
18-06-25,7.5
18-06-26,4.88
18-06-26,-0.07
18-06-26,-0.72
18-06-26,-1.06
18-06-26,-0.43
18-06-26,-0.54
18-06-26,6.43
18-06-26,13.63
18-06-26,14.35
18-06-26,12.34
18-06-26,13.69
18-06-26,14.34
18-06-26,14.36
18-06-26,14.38
18-06-26,25.99
18-06-26,88.03
18-06-26,19.01
18-06-26,7.48
18-06-26,5.79
18-06-26,3.72
18-06-26,9.48
18-06-26,12.08
18-06-26,7.82
18-06-26,0.46
18-06-27,0
18-06-27,-0.04
18-06-27,-0.15
18-06-27,-0.1
18-06-27,0
18-06-27,11.21
18-06-27,5.44
18-06-27,6.53
18-06-27,10.78
18-06-27,13.65
18-06-27,14.38
18-06-27,14.37
18-06-27,31.59
18-06-27,35.27
18-06-27,35.29
18-06-27,35.87
18-06-27,36.37
18-06-27,33.41
18-06-27,35.51
18-06-27,38.01
18-06-27,42.51
18-06-27,22.53
18-06-27,19.14
18-06-27,8.51
18-06-28,21.42
18-06-28,14.35
18-06-28,7.16
18-06-28,14.33
18-06-28,11.97
18-06-28,27.47
18-06-28,18.11
18-06-28,30.89
18-06-28,18.23
18-06-28,34.99
18-06-28,36.46
18-06-28,37.71
18-06-28,38.16
18-06-28,39.14
18-06-28,39.69
18-06-28,40.78
18-06-28,48.72
18-06-28,61.67
18-06-28,65.78
18-06-28,42.41
18-06-28,38.66
18-06-28,36.38
18-06-28,26.72
18-06-28,20.72
18-06-29,12.91
18-06-29,6.49
18-06-29,14.34
18-06-29,14.32
18-06-29,4.21
18-06-29,16.9
18-06-29,33.24
18-06-29,37.36
18-06-29,38.46
18-06-29,40.3
18-06-29,41.86
18-06-29,40.34
18-06-29,40.25
18-06-29,40.45
18-06-29,40.24
18-06-29,44.58
18-06-29,40.08
18-06-29,40.24
18-06-29,40.18
18-06-29,39.11
18-06-29,38.78
18-06-29,27.16
18-06-29,35.2
18-06-29,31.55
18-06-30,14.4
18-06-30,7.65
18-06-30,0
18-06-30,3.01
18-06-30,14.34
18-06-30,14.34
18-06-30,3.57
18-06-30,2.17
18-06-30,26.66
18-06-30,38.34
18-06-30,38.67
18-06-30,39.6
18-06-30,39.37
18-06-30,37.74
18-06-30,34.21
18-06-30,34.46
18-06-30,35.9
18-06-30,35.94
18-06-30,35.97
18-06-30,33.74
18-06-30,36.88
18-06-30,23.86
18-06-30,21.74
18-06-30,12.26
18-07-01,14.32
18-07-01,14.35
18-07-01,14.35
18-07-01,9.16
18-07-01,14.34
18-07-01,2.16
18-07-01,2.23
18-07-01,9.91
18-07-01,29.16
18-07-01,37.49
18-07-01,38.26
18-07-01,38.08
18-07-01,39.58
18-07-01,37.93
18-07-01,35.59
18-07-01,35.67
18-07-01,35.8
18-07-01,35.58
18-07-01,37.37
18-07-01,35.45
18-07-01,31.89
18-07-01,32.29
18-07-01,31.02
18-07-01,15.62
18-07-02,20.89
18-07-02,6.82
18-07-02,0
18-07-02,0
18-07-02,0
18-07-02,1.58
18-07-02,12.3
18-07-02,15.61
18-07-02,33.55
18-07-02,37.6
18-07-02,42.6
18-07-02,40.33
18-07-02,37.25
18-07-02,32.79
18-07-02,31.38
18-07-02,30.64
18-07-02,36.47
18-07-02,33.8
18-07-02,37.43
18-07-02,35.46
18-07-02,34.04
18-07-02,35.38
18-07-02,21.95
18-07-02,8.5
18-07-03,10.85
18-07-03,6.7
18-07-03,2.79
18-07-03,0.46
18-07-03,-1.8
18-07-03,27.25
18-07-03,34.52
18-07-03,33.82
18-07-03,35.78
18-07-03,38.81
18-07-03,38.35
18-07-03,38.49
18-07-03,37.74
18-07-03,40.31
18-07-03,38.62
18-07-03,36.35
18-07-03,39.23
18-07-03,40.82
18-07-03,42.61
18-07-03,40.93
18-07-03,39.9
18-07-03,34.71
18-07-03,32.06
18-07-03,29.77
18-07-04,21.56
18-07-04,9.55
18-07-04,14.33
18-07-04,14.34
18-07-04,-0.01
18-07-04,3.75
18-07-04,19.58
18-07-04,24.53
18-07-04,34.02
18-07-04,38.64
18-07-04,40.67
18-07-04,41.92
18-07-04,46.26
18-07-04,41.35
18-07-04,59.81
18-07-04,69.8
18-07-04,57.08
18-07-04,61.98
18-07-04,49.74
18-07-04,44.81
18-07-04,48.57
18-07-04,35.27
18-07-04,30.71
18-07-04,28.96
18-07-05,16.8
18-07-05,5.93
18-07-05,0
18-07-05,0
18-07-05,4.76
18-07-05,15.12
18-07-05,28.99
18-07-05,43.34
18-07-05,52.63
18-07-05,51.43
18-07-05,39.34
18-07-05,39.62
18-07-05,40.6
18-07-05,38.77
18-07-05,37.22
18-07-05,36.9
18-07-05,32.71
18-07-05,31.52
18-07-05,44.73
18-07-05,51.42
18-07-05,34.94
18-07-05,33.74
18-07-05,24.94
18-07-05,14.55
18-07-06,1.19
18-07-06,0
18-07-06,0
18-07-06,0
18-07-06,0
18-07-06,3.58
18-07-06,5.06
18-07-06,0
18-07-06,0
18-07-06,0
18-07-06,10.29
18-07-06,1.72
18-07-06,0
18-07-06,0
18-07-06,0
18-07-06,3.11
18-07-06,7.48
18-07-06,10
18-07-06,12.39
18-07-06,5.15
18-07-06,4.3
18-07-06,11.7
18-07-06,5.75
18-07-06,2.21
18-07-07,7.64
18-07-07,-0.03
18-07-07,-1.08
18-07-07,-2.7
18-07-07,-2.55
18-07-07,-1.4
18-07-07,2.44
18-07-07,4.6
18-07-07,25.2
18-07-07,26.4
18-07-07,27.6
18-07-07,14.37
18-07-07,2.48
18-07-07,5.81
18-07-07,12.28
18-07-07,22.8
18-07-07,33.62
18-07-07,48.63
18-07-07,39.14
18-07-07,17.33
18-07-07,14.37
18-07-07,10.15
18-07-07,8.35
18-07-07,6.73
18-07-08,4.43
18-07-08,5.28
18-07-08,0
18-07-08,-0.31
18-07-08,-3.64
18-07-08,-4.18
18-07-08,0.23
18-07-08,17.79
18-07-08,2.53
18-07-08,7.26
18-07-08,14.35
18-07-08,14.36
18-07-08,22.8
18-07-08,28.8
18-07-08,26.41
18-07-08,35.09
18-07-08,33.3
18-07-08,34.64
18-07-08,34.66
18-07-08,31.2
18-07-08,31.96
18-07-08,17.96
18-07-08,10.03
18-07-08,8.06
18-07-09,4.05
18-07-09,0.84
18-07-09,6.08
18-07-09,1.86
18-07-09,0.84
18-07-09,6.45
18-07-09,19.34
18-07-09,28.16
18-07-09,28.4
18-07-09,31.75
18-07-09,31.52
18-07-09,31.87
18-07-09,30.7
18-07-09,31.44
18-07-09,29.76
18-07-09,30.2
18-07-09,36.63
18-07-09,34.78
18-07-09,39.63
18-07-09,33.24
18-07-09,37.08
18-07-09,33.84
18-07-09,21.49
18-07-09,23.47
18-07-10,23.69
18-07-10,18.55
18-07-10,16.8
18-07-10,14.37
18-07-10,4.05
18-07-10,15.53
18-07-10,22.82
18-07-10,31.25
18-07-10,42.34
18-07-10,51.49
18-07-10,51.01
18-07-10,47.86
18-07-10,40.84
18-07-10,39.96
18-07-10,50.31
18-07-10,36.21
18-07-10,35.68
18-07-10,33.55
18-07-10,32.02
18-07-10,36.34
18-07-10,32.24
18-07-10,27.06
18-07-10,11.75
18-07-10,6.09
18-07-11,5.98
18-07-11,10.67
18-07-11,14.37
18-07-11,15.46
18-07-11,21.47
18-07-11,23.55
18-07-11,28.63
18-07-11,28.63
18-07-11,31.02
18-07-11,31.5
18-07-11,31.57
18-07-11,30.57
18-07-11,32.31
18-07-11,32.02
18-07-11,32.31
18-07-11,33.63
18-07-11,39.42
18-07-11,60.95
18-07-11,57.41
18-07-11,46.22
18-07-11,45.86
18-07-11,36.07
18-07-11,32.44
18-07-11,26.95
18-07-12,21.84
18-07-12,25
18-07-12,21.5
18-07-12,15.53
18-07-12,14.34
18-07-12,5.14
18-07-12,6.78
18-07-12,23.31
18-07-12,28.9
18-07-12,28.72
18-07-12,29.44
18-07-12,31.69
18-07-12,31.98
18-07-12,32.53
18-07-12,35.96
18-07-12,42.32
18-07-12,49.42
18-07-12,42.52
18-07-12,35.41
18-07-12,35.72
18-07-12,35.35
18-07-12,33.62
18-07-12,26.66
18-07-12,29.18
18-07-13,37.45
18-07-13,42.41
18-07-13,46.53
18-07-13,15.52
18-07-13,13.61
18-07-13,8.24
18-07-13,26.79
18-07-13,42.39
18-07-13,45.1
18-07-13,35.07
18-07-13,35.33
18-07-13,46.54
18-07-13,56.34
18-07-13,56.91
18-07-13,51.03
18-07-13,43.47
18-07-13,50.94
18-07-13,48.92
18-07-13,48.44
18-07-13,66.58
18-07-13,56.63
18-07-13,35.87
18-07-13,30.82
18-07-13,28.96
18-07-14,51.67
18-07-14,35.35
18-07-14,48.95
18-07-14,14.36
18-07-14,23.29
18-07-14,15.62
18-07-14,28.02
18-07-14,36.96
18-07-14,37.62
18-07-14,52.13
18-07-14,41.97
18-07-14,33.79
18-07-14,34.62
18-07-14,39.28
18-07-14,34.92
18-07-14,34.47
18-07-14,31.87
18-07-14,32.08
18-07-14,32.23
18-07-14,31.84
18-07-14,38.22
18-07-14,33.03
18-07-14,29.24
18-07-14,23.8
18-07-15,18.15
18-07-15,15.61
18-07-15,39.88
18-07-15,14.38
18-07-15,19.16
18-07-15,19.81
18-07-15,35.61
18-07-15,32.52
18-07-15,44.67
18-07-15,32.74
18-07-15,41.53
18-07-15,34.48
18-07-15,38.21
18-07-15,40.08
18-07-15,43.61
18-07-15,50.21
18-07-15,97.28
18-07-15,53.82
18-07-15,70.96
18-07-15,48.34
18-07-15,36.95
18-07-15,35.06
18-07-15,33.01
18-07-15,32.41
18-07-16,22.49
18-07-16,17.8
18-07-16,16.65
18-07-16,14.37
18-07-16,14.33
18-07-16,10.31
18-07-16,27.16
18-07-16,30.59
18-07-16,32.03
18-07-16,31.62
18-07-16,32.18
18-07-16,36.81
18-07-16,30.83
18-07-16,29.14
18-07-16,28.8
18-07-16,31.05
18-07-16,31.68
18-07-16,25.95
18-07-16,29.88
18-07-16,30.81
18-07-16,34.14
18-07-16,29.15
18-07-16,25.41
18-07-16,47.04
18-07-17,39.67
18-07-17,14.35
18-07-17,14.33
18-07-17,14.33
18-07-17,15.57
18-07-17,22.47
18-07-17,31.1
18-07-17,29.36
18-07-17,31.3
18-07-17,31.36
18-07-17,31.41
18-07-17,31.46
18-07-17,24.98
18-07-17,14.7
18-07-17,18.2
18-07-17,18.45
18-07-17,26.76
18-07-17,30.28
18-07-17,30.02
18-07-17,22.81
18-07-17,18.97
18-07-17,17.4
18-07-17,13.05
18-07-17,10.84
18-07-18,12.42
18-07-18,13.62
18-07-18,14.31
18-07-18,0
18-07-18,-0.02
18-07-18,9.33
18-07-18,22.03
18-07-18,28.5
18-07-18,27.76
18-07-18,28.99
18-07-18,28.98
18-07-18,25.1
18-07-18,20.35
18-07-18,14.34
18-07-18,12.94
18-07-18,22.81
18-07-18,57.56
18-07-18,72.13
18-07-18,37.07
18-07-18,32.05
18-07-18,25.79
18-07-18,18.12
18-07-18,19.59
18-07-18,18.44
18-07-19,54.28
18-07-19,29.25
18-07-19,32.03
18-07-19,14.39
18-07-19,14.36
18-07-19,21.68
18-07-19,27.96
18-07-19,26.16
18-07-19,17.9
18-07-19,28.51
18-07-19,28.53
18-07-19,28.52
18-07-19,28.52
18-07-19,28.53
18-07-19,29.01
18-07-19,34.92
18-07-19,41.64
18-07-19,45.66
18-07-19,47.05
18-07-19,42.44
18-07-19,36.47
18-07-19,16.49
18-07-19,10
18-07-19,13.77
18-07-20,4.49
18-07-20,5.65
18-07-20,10.04
18-07-20,12.89
18-07-20,5.1
18-07-20,1.37
18-07-20,23.1
18-07-20,27.55
18-07-20,27.21
18-07-20,28.45
18-07-20,28.38
18-07-20,28.46
18-07-20,28.43
18-07-20,29.62
18-07-20,35.36
18-07-20,36.73
18-07-20,50.58
18-07-20,60.69
18-07-20,51.67
18-07-20,116.35
18-07-20,35.07
18-07-20,31.18
18-07-20,30.35
18-07-20,35.4
18-07-21,41.87
18-07-21,33.78
18-07-21,14.35
18-07-21,13.54
18-07-21,0
18-07-21,3.22
18-07-21,7.17
18-07-21,19.56
18-07-21,19.74
18-07-21,29.46
18-07-21,31.67
18-07-21,31.54
18-07-21,31.14
18-07-21,28.28
18-07-21,29.3
18-07-21,62.9
18-07-21,37.71
18-07-21,31.28
18-07-21,12.22
18-07-21,14.34
18-07-21,25.75
18-07-21,23.59
18-07-21,14.67
18-07-21,16.38
18-07-22,19.56
18-07-22,8.53
18-07-22,4.06
18-07-22,0
18-07-22,0
18-07-22,0
18-07-22,2.31
18-07-22,6.07
18-07-22,12.84
18-07-22,14.35
18-07-22,4.12
18-07-22,26.53
18-07-22,122.66
18-07-22,39.07
18-07-22,32.4
18-07-22,38.19
18-07-22,34.57
18-07-22,35.46
18-07-22,35.45
18-07-22,35.04
18-07-22,35.13
18-07-22,31.4
18-07-22,31.72
18-07-22,31.85
18-07-23,15.48
18-07-23,16.56
18-07-23,15.08
18-07-23,18.54
18-07-23,15.79
18-07-23,21.86
18-07-23,30.37
18-07-23,34.57
18-07-23,40.34
18-07-23,56.33
18-07-23,61.33
18-07-23,45.13
18-07-23,62.11
18-07-23,80.91
18-07-23,62.2
18-07-23,43.94
18-07-23,57.03
18-07-23,43.94
18-07-23,50.14
18-07-23,44.5
18-07-23,82.65
18-07-23,49.65
18-07-23,33.26
18-07-23,30.06
18-07-24,31.86
18-07-24,38.55
18-07-24,31.4
18-07-24,32.39
18-07-24,22.96
18-07-24,25.25
18-07-24,40.88
18-07-24,48.59
18-07-24,47.62
18-07-24,66.89
18-07-24,104.67
18-07-24,61.27
18-07-24,78.71
18-07-24,49.16
18-07-24,49.19
18-07-24,82.89
18-07-24,67.22
18-07-24,45.67
18-07-24,48.03
18-07-24,55.95
18-07-24,39.76
18-07-24,44.88
18-07-24,38.92
18-07-24,32.27
18-07-25,39.49
18-07-25,25.23
18-07-25,20.14
18-07-25,19.38
18-07-25,18.25
18-07-25,23.1
18-07-25,29.24
18-07-25,31.53
18-07-25,32.36
18-07-25,35.28
18-07-25,43.8
18-07-25,72.71
18-07-25,42.43
18-07-25,45.04
18-07-25,41.81
18-07-25,91.97
18-07-25,93.93
18-07-25,66.46
18-07-25,52.58
18-07-25,54.92
18-07-25,48.43
18-07-25,39.92
18-07-25,34.63
18-07-25,28.42
18-07-26,22.43
18-07-26,18.9
18-07-26,16.75
18-07-26,18.85
18-07-26,16.98
18-07-26,6.44
18-07-26,19.89
18-07-26,28.32
18-07-26,32.34
18-07-26,31.72
18-07-26,31.54
18-07-26,30.48
18-07-26,33.07
18-07-26,32.93
18-07-26,34.55
18-07-26,35.01
18-07-26,36.01
18-07-26,38.63
18-07-26,40.87
18-07-26,32.8
18-07-26,31.17
18-07-26,23.21
18-07-26,19.74
18-07-26,16.28
18-07-27,19.73
18-07-27,27.43
18-07-27,30.88
18-07-27,27.23
18-07-27,14.35
18-07-27,23.21
18-07-27,28.72
18-07-27,28.32
18-07-27,31.57
18-07-27,31.88
18-07-27,32.19
18-07-27,32.28
18-07-27,33.34
18-07-27,33.35
18-07-27,33.28
18-07-27,33.23
